"","CellLineName","H3K4me0","H3K4me1","H3K4me2","H3K4ac1","H3K56me0","H3K56me1","H3K79me0","H3K79me1","H3K79me2","H3K9me0","H3K9me1","H3K9me2","H3K9me3","H3K27me0","H3K27me1","H3K27me2","H3K27me3","H3K36me0","H3K36me1","H3K36me2","H3K36me3","H3K9ac1","H3K14ac0","H3K14ac1","H3K18ac0","H3K18ac1","H3K23ac0","H3K23ac1","H3K23ub1","H3K27ac1"
"ACH-000916","NCIH1573_LUNG",0.236971088,0.650462269,0.10895403,-1.765976423,0.063050588,-0.006919434,-0.026360627,0.043545411,0.162099877,0.5981540205,0.410302941,-0.1835389505,0.0294875465,-0.451048876,-0.063720221,0.233269654666667,0.102696777,0.0138413553333333,0.0457425014,-0.318276456,-0.0210980286666666,1.6535532495,0.4630683914,0.5401151314,NA,1.2134593555,0.429870261,0.9536978325,NA,0.14507086875
"ACH-000360","NCIH508_LARGE_INTESTINE",-0.022311594,-0.323493416,-0.648369957,0.266539767,-0.055274344,NA,-0.042364317,-0.105957144,-0.418717342,-0.0458397665,0.3207818365,0.282439036,0.0596815465,-0.8327942958,-0.71017839525,-0.0463322753333333,1.032359645,-0.336232558333333,-0.5946232242,-1.08558504625,-0.627119204,0.037233413,-0.074770032,0.3364884582,NA,-0.0232017265,0.071640343,-0.0503666495,NA,-1.533811668
"ACH-000893","NCIH1651_LUNG",0.31249561,0.738482606,0.668914476,0.127905368,0.152862117,NA,0.035758448,0.391534281,0.597874572,-0.2230058035,-0.1821972345,0.2092135955,0.5987152795,0.1052227232,0.48546886675,0.0441079296666667,-0.8301395725,-0.3090803205,0.1775106442,0.67781980475,0.512470463333333,-0.151877753,0.0962599082,0.00407932540000001,NA,0.233200243,0.328486194,-0.2382604665,NA,0.585432045
"ACH-000939","SKUT1_SOFT_TISSUE",0.197694841,-0.545794379,-0.391202471,0.128075645,0.088865839,-8.616245215,0.065454301,-0.001304703,-1.174217327,-0.290315862,0.00877698500000001,0.216483159,0.2836390065,-0.7352787302,-0.68433869825,-0.0529155736666667,0.4348380445,0.3885702885,-0.7480318742,-0.6690051125,-1.93865459333333,-0.643445359,-0.2307269646,0.0607821364,-1.40331320966667,0.2994597185,0.4121242855,-0.2371387665,-3.96099123,-1.0494756985
"ACH-000759","MDAMB175VII_BREAST",-0.234831318,0.525022841,0.018930072,0.512174612,0.003760938,-0.123300794,-0.170984213,0.419650825,0.984974726,-0.2480383905,-0.1020728845,0.143863096,0.3787835175,-0.2931810848,-0.42126325125,0.035998454,-0.754283403,-0.926281723166667,-0.2933614756,-0.07316501725,-0.101961855666667,-1.027134829,-0.1637125706,-0.1781272256,0.225021776666667,-0.433258725,-0.236177416,-0.3603383565,1.001579425,-0.76787837
"ACH-000059","SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.122062431,0.067744194,0.212684188,0.317818937,0.124884775,-0.066388652,0.239596598,0.371858639,0.283969653,0.0949438685,0.136982682,0.4065303185,0.2442425735,-0.536433876,-0.5146741815,0.458726273,0.932155099,-0.121413947666667,-0.3552209858,-0.662916375,0.353629245666667,-0.0410886385,-0.0063628218,0.3430071434,0.235971385666667,-0.1772845595,-0.068643939,0.123325181,0.243982554,-0.64874732225
"ACH-000367","NCIH226_LUNG",-0.31208793,0.073412238,-0.543202353,-0.629129303,-0.327697559,NA,-0.309388215,-0.35817679,-0.369962097,-0.1857707975,-0.50502998,-0.947046088,-0.361155506,-0.3955648106,-0.25174144525,-0.259222470333333,-0.2867495155,-0.414101181833333,-0.4638999622,-0.52372316975,0.490786997333333,0.3570988015,-0.0579864154,-0.5987750126,NA,-0.211728307,-0.24487829,-0.5279284275,NA,-0.27267057825
"ACH-000448","NCIH1666_LUNG",-2.021275823,-1.950368939,-1.901468905,-1.632459392,-0.01157885,NA,0.083991965,-0.174317868,-0.456676513,-0.0079935995,-0.21537369,-0.666959218,-0.6207651945,0.3755627324,0.36215206175,-0.068185248,-1.1751220445,-0.153502126833333,0.2280882162,0.35984074,0.0574172256666667,0.6183395885,0.0959768382,-0.4530776836,NA,-0.522285407,-0.341890548,-0.48965757,NA,0.26485522025
"ACH-000883","SW1783_CENTRAL_NERVOUS_SYSTEM",-0.160691106,-0.31081803,-0.294477641,-1.211264677,-0.044731258,0.14371788,0.021887811,0.072477014,0.116410677,-0.240609273,-0.0707103595,-0.2899398935,-0.391638439,0.308005653,0.14869052375,0.157999757333333,0.159389149,0.521454565333333,0.1565677208,-0.079480245,0.475855627666667,-0.1950852595,0.2647824628,-0.7399757526,-0.492768028,-0.402773403,-0.1171332825,-0.672025121,-0.705534083,0.52341099225
"ACH-000569","ISTMES1_PLEURA",-0.15404326,-0.044048951,0,-0.087746856,0.154941488,NA,0.070507411,-0.006224335,-0.188496096,-0.16390385,0.0834294085,0.106934638,-0.092345492,0.394108579,0.420347259,-0.215462967333333,-1.244013108,0.0949578776666667,0.0277989088,0.09758475625,-0.319528008,-0.9958073155,-0.2335651624,-0.191111882,NA,-0.3845132865,-0.28774395,-0.1600654455,NA,-0.0942550005
"ACH-000675","NCIH1734_LUNG",0.276656077,0.332012966,0.043614078,-0.070731422,0.110647981,NA,0.161968193,0.352751293,0.134062436,0.0220661175,0.1570184225,-0.150674108,0.248772854,-0.250302596,-0.080943792,0.188004991333333,-0.1624176555,-0.335503365,-0.3147415778,0.12065596975,-0.101364170333333,-0.107230638,0.3089551768,-0.2409741176,NA,-0.056421485,0.1316238715,-0.019677081,NA,-0.5180220565
"ACH-000951","NCIH2342_LUNG",0.16205568,0.261824697,-0.117050085,-1.542387066,0.006475819,0.040450375,-0.037705061,0.368298226,0.608105164,0.3248533995,0.1445443585,-0.324569546,-0.077297741,-0.2815533206,-0.02125519625,0.148780685666667,0.1138166155,-0.172265954833333,0.0275514194,0.05226681325,-0.995350259333333,0.363961465,0.1823142736,-0.00971749920000001,0.262311374666667,-0.224954249,-0.0722183655,-0.1513222025,0.784106762,-0.71350251425
"ACH-000563","EBC1_LUNG",-0.011324742,-0.663621231,-0.393762965,0.434613042,-0.117795322,0.027335244,0.059832226,-0.193476338,-0.798031186,0.1578192335,0.0673767345,-0.2825081285,-0.706062846,-0.1730287302,0.10232575725,-0.149130225666667,-0.466351446,0.0669238808333333,-0.274357477,-0.555828119,-0.0563521683333333,-0.1205591965,0.1189228426,-0.4724965238,1.034422841,-0.5137122955,-0.0819042055,-0.586462464,3.412577271,-0.3816697225
"ACH-000801","HS936T_SKIN",0.070634706,-0.231276549,-0.277505241,0.727451526,-0.002628267,-0.140721004,-0.24458107,0.300062503,0.453168131,0.4695608765,-0.00398327100000001,-0.329691766,-0.1155510955,-0.8267230716,-0.1609513515,0.266945847666667,0.601996549,-0.1809017995,0.1705384614,-0.05093737875,-0.413771477,2.069650206,0.002888093,0.833105887,0.0874655823333334,0.729141805,-0.031362994,1.119675639,-0.455944933,0.27370192175
"ACH-000529","T173_FIBROBLAST",0.412963176,0.427263444,0.171476003,NA,0.561288921,NA,0.873272051,0.734694953,NA,0.808341894,0.5486884685,0.7604590735,0.7559221815,0.6140969298,0.68082741425,0.480395478666667,0.3904658975,0.631088741833333,NA,NA,0.363762998,0.630454787,0.6876524824,0.7138940794,NA,0.4797133275,0.5160875955,0.7531603335,NA,NA
"ACH-000837","NCIH322_LUNG",-0.585939467,-0.243509204,-0.79804889,-0.412910833,-0.095763734,-0.062705589,-0.092411519,0.234769905,0.543787637,-0.598734917,0.053590275,0.3583416165,0.3926784,0.0062609534,0.11269311325,-0.144097300666667,-0.7705717095,-0.8461121185,-0.107764573,0.9747873125,0.741355687666667,0.2450938915,-0.2037972578,0.3841849642,-0.00156496200000002,0.882509001,0.4432313435,0.5633743495,-0.25288827,0.4997697095
"ACH-000539","HS618T_FIBROBLAST",-0.081418407,-0.169273328,-0.613132611,0.020194691,-0.160987064,NA,-0.079128613,-0.137234464,-0.032287698,0.028406649,0.0398008545,-0.033594186,0.0959239785,0.2449461176,0.0721700925,-0.289029985666667,-0.357454305,0.137064304166667,0.0158723852,0.07451475675,0.138065679333333,-0.252855269,-0.3172533774,0.2683261882,NA,-0.00559163900000001,-0.1909106375,0.151858687,NA,0.42064785625
"ACH-000340","HS870T_FIBROBLAST",0.026017513,0.138464908,0.555526896,-0.072595239,-0.252279046,NA,0.204017727,0.060536701,-0.051385397,-0.512538687,-0.089645755,0.2507236135,0.196159317,-0.160344379,-0.17810609275,-0.0255694576666667,0.2879155575,0.3472351535,0.0890203526,-0.3593819095,-0.131840283666667,-0.3428711065,0.0606946364,-0.2599636836,NA,0.3569495245,0.163582533,0.1434322715,NA,0.42762192975
"ACH-000164","PANC1_PANCREAS",-0.155761817,0.058682677,0.300556078,NA,-0.235758567,-0.177694544,-0.142342802,-0.191930861,-0.192324607,-0.2239508695,-0.214733474,-0.1731334285,0.2230563715,-1.5259353106,-0.80120488475,-0.0522205853333333,0.490584355,-0.879329688333333,-0.8269198832,-0.911328334,-0.889907579666667,0.2405215035,-0.0030100376,-0.0562859212,0.03376645,-0.049864287,-0.029747082,-0.339416545,0.73989803,-1.42890612075
"ACH-000718","NCIH2291_LUNG",-0.132713894,-0.35378804,-0.269486177,-0.224727707,-0.350199957,NA,-0.240937721,-0.412707459,-0.670478459,-0.594653122,-0.2730354855,-0.0287023605,0.2457806345,-1.0226057424,-0.594656871,-0.250645351666667,0.280868936,-0.699223395333333,-0.40340438,-0.69013109575,-0.76772773,-0.506203235,-0.4730731106,0.0103476832,NA,-0.287431676,-0.191530743,-0.3738535995,NA,-0.8985538665
"ACH-000147","T47D_BREAST",0.084600511,0.805610145,0.871175891,-0.734343433,-0.243939581,1.627086385,0.288974055,0.694536525,-0.571384524,-0.1574108185,0.0953524735,0.09278319,0.0934585125,-0.7668988596,-0.4508486185,0.0756086493333333,0.675133276,0.0175249416666667,-0.074996683,-0.21067185125,-0.329640744,0.966820571,0.2191201672,0.2172814042,0.246018521666667,0.8615215195,0.263373564,0.577558556,0.779234364,0.4898382175
"ACH-000503","BICR16_UPPER_AERODIGESTIVE_TRACT",0.318464913,-0.19453041,-2.812040211,0.497253058,0.329328431,0.682518553,0.257256482,0.158532043,-0.226098453,-0.023602161,0.135355117,0.0303736595,-0.157433482,0.0882781324,0.02512649375,0.36680228,0.629268911,0.416877139333333,NA,-0.3230148785,0.384900357,0.00824871249999999,0.12145784,-0.1242811016,0.704488664666667,-0.3155709045,0.171900826,-0.3267891965,1.792100926,NA
"ACH-000318","TE10_OESOPHAGUS",-0.054268888,0.369012287,0.243257081,-4.528461038,-0.000806943,-8.424210262,0.057317559,-0.12972345,-0.678799333,0.1323765485,0.2071737755,0.007309567,0.0269413645,-0.0392904592,0.1202917525,-0.00543791733333333,-0.2348844745,-0.220592226666667,-0.1855063322,-0.08009744025,-0.212107597,-1.0455705315,-0.1530049386,-0.1157027718,-1.54806162166667,0.1774296095,0.238312478,-0.1877529745,-4.390444653,-0.7516073965
"ACH-000615","SKMEL28_SKIN",-0.069442217,0.348408212,0.152706525,0.841692491,-0.077905571,-0.132675572,-0.020548727,0.269753248,0.8172475,0.322388132,0.143220683,-0.0516493005,-0.2621193295,-0.6436930226,-0.6076324095,0.0654830626666667,0.6526000375,-0.679572005833333,-0.146726372,-0.14555767875,-0.207203803333333,0.988501306,-0.001122964,0.4572595604,-0.78837652,-0.0508289005,-0.1121705085,-0.1028794905,-2.036687363,-0.466890133
"ACH-000415","BICR6_UPPER_AERODIGESTIVE_TRACT",-0.193153542,-0.226485665,0.128974382,NA,-0.043340531,NA,-0.209661877,-0.649207165,-2.826246743,-0.2888486775,-0.2226106595,0.016567051,0.343132225,-0.4505263452,-0.37437110925,-0.406355172666667,0.450561399,-0.135981247333333,-0.8610598964,-1.1851021355,-0.393330402333333,0.0194492315,-0.172747419,0.1198230872,-2.11433273233333,0.122852271,-0.0947727875,0.3523575825,-6.612463245,-1.743381958
"ACH-000548","BHY_UPPER_AERODIGESTIVE_TRACT",-0.067919833,0.004733041,-0.35751612,0.062389033,0.07149953,NA,0.072972961,-0.253702077,-0.497316381,-0.190210218,0.0532504245,-0.01563358,-0.1344460975,-0.0196446472,0.0832596455,0.0568198323333333,0.437174876,0.117381606666667,0.0664769608,-0.449993367,0.0632783406666667,0.322621999,0.3680235074,-0.3537904962,NA,-0.6600733545,-0.120994295,-0.573886465,NA,-0.46327214925
"ACH-000441","SH4_SKIN",-0.102580837,0.106674127,0.211835641,-0.287120263,-0.075386899,0.133926849,-0.107719509,-0.071894104,0.106244874,-0.261796967,-0.6469294305,0.138789507,0.181115957,-0.1979459028,-0.10474330525,-0.366874415333333,0.178373141,-0.691457708666667,-0.1447491238,0.37165355775,-0.169940076666667,0.225392096,-0.1696786274,0.0243070924,0.0353207483333333,-0.2373284795,-0.283707569,0.2090088565,-0.219297289,-0.43577954275
"ACH-000028","KPL1_BREAST",0.249633803,0.157080863,0.001176844,1.168106343,0.06198108,-0.457651295,0.318741242,1.436541807,0.010827121,0.386768735,0.1975200985,-0.310044207,-0.412572243,0.2206289168,0.1720727195,0.069559901,-0.199852161,-0.151287942,0.3517736308,0.18642319575,0.187695647333333,0.420619688,0.014973368,0.0979434606,-0.0907856613333333,-0.323219167,-0.3454905985,0.0116328015,-0.251079724,0.139877346
"ACH-000495","TUHR4TKB_KIDNEY",-0.030271159,0.254288497,-0.300691595,-0.429305372,0.062520958,-0.244840226,0.0121679,0.15120174,0.457534081,-0.160606603,0.147340535,0.0279350105,-0.118654826,-0.2987555738,-0.09046911725,0.129009256666667,0.1298406985,-0.338995202833333,-0.0550731494,0.06961300725,-0.198376902,0.480359263,0.158398383,-0.0078490312,-0.299193723333333,-0.0990756895,0.021426891,-0.2039888525,-0.730608626,-0.3542676175
"ACH-000501","LS123_LARGE_INTESTINE",0.403321482,0.111818814,-0.060331788,-0.027794345,0.184778601,NA,0.438062666,0.551867001,0.823401532,-0.2262920795,-0.1774936615,0.0420384805,0.693491125,-0.162801723,0.22569633425,0.331644145333333,0.17871144,0.0918073988333333,-0.0602835816,-0.30543684325,-0.358105793,-0.6349807175,0.328030334,-0.4493250752,NA,-0.6662969565,0.153869927,-0.74402963,NA,-0.87194257625
"ACH-000004","HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.052802511,0.149555946,0.84326393,-0.008751778,-0.242715775,NA,-0.049972355,-0.294985922,-0.30293978,0.3830581035,0.145068791,-0.5547663915,-0.6913134055,0.315469946,-0.0618550635,-0.501984343666667,0.1777870345,0.144237865333333,0.1148992032,0.15631476675,0.0641143276666667,-0.482969422,-0.5097096296,0.0293406998,0.301783054333333,-0.041816608,-0.4610014785,0.508387398,0.726944108,0.519493686
"ACH-000270","HPAC_PANCREAS",0.163497915,0.373213349,-0.052331812,1.021589359,0.405091709,NA,0.065864467,0.292131803,0.17454687,0.387640341,0.328143113,0.0467663305,0.397940804,0.6861871564,0.270004132,-0.221651938333333,-0.3493639845,-0.0102978025,0.3388735692,1.00459130625,1.002961543,1.800486951,0.1651146198,1.019276396,NA,1.1048221565,0.390499045,1.060776655,NA,1.37814058975
"ACH-000189","RCC10RGB_KIDNEY",0.202678772,0.313529977,0.122618288,-0.097429961,0.062984049,-0.10326402,-0.069023968,-0.10831216,0.311934988,-0.3918538245,0.0385801415,0.4071007695,0.104277976,-0.0191068572,0.211277761,0.220283527333333,0.2137937435,-0.298699931333333,0.316949035,0.25054958625,0.745160520333333,-0.095815916,-0.1545725172,0.1794881758,-0.581935517666667,0.392778522,0.3051044455,0.00165597200000001,-1.573770344,0.2980526665
"ACH-000237","JHOM1_OVARY",0.532229044,0.472250605,0.156846987,0.905953124,0.414316243,0.337863654,0.819601383,0.920042444,0.468784469,0.4485265995,0.664897801,-0.4187781885,0.8071261865,1.0525522324,1.132758384,0.618718070666667,0.4418177725,1.01428151666667,0.5559398528,0.98703580025,1.484155484,1.2358602225,0.507801472,0.5872515764,2.483673058,0.5971874795,0.437869653,0.8993702795,5.970914268,1.1831033905
"ACH-000114","SU8686_PANCREAS",-0.582353931,-0.215978346,0.449756724,0,-0.017977471,-0.000936174,0.063600567,-0.38257199,-0.571478009,0.1872805365,-0.177960877,-0.30650991,-0.115382184,1.0332449546,0.34031782975,-0.431127780666667,-1.6182884715,-0.187065449833333,0.6856184706,1.41632548325,0.920606828,0.396109966,0.1453909,-0.1519758874,0.221948431666667,0.5227957025,0.2272797015,-0.0266055065,1.31008831,2.183821566
"ACH-000515","HCC33_LUNG",-0.020566566,0.456668493,-0.256341474,-2.053670431,-0.049044427,NA,-0.089102296,-1.284831274,NA,0.566257358,0.099167722,NA,NA,NA,0.06231421775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048039732,0.129747768,0.1528621145,NA,NA
"ACH-000605","TE6_OESOPHAGUS",-0.011601045,-0.020381119,0.031001753,0.962050703,0.029195711,-0.090290629,9.11e-05,0.069820557,0.488759111,0.2235010055,0.1069512975,-0.0273123435,-0.2421981295,0.403199783,0.101369583,-0.047935754,-0.0506384895,0.265403351,0.3635295574,0.30901446875,0.586704565666667,-0.047000191,0.099145439,-0.0935687834,-0.319059563,0.377408339,0.1500876705,0.249456276,-1.001449904,1.05746161475
"ACH-000324","JHOC5_OVARY",-0.13365777,-0.824194424,0.288902459,-0.119113275,0.137005779,NA,0.375426982,-0.410440538,-1.33517971,0.1310344065,0.0070659515,0.133051155,0.3426081265,-0.9733486904,-0.0659769645,0.523012831333333,-0.288190237,-0.382453165,-0.1074492586,-0.31384707075,-1.417184539,0.103778369,0.4079263484,-0.120911145,NA,-0.310467519,-0.1104375925,-0.4076448215,NA,-1.05022847325
"ACH-000086","ACCMESO1_PLEURA",-0.355191456,0.338163989,0.280563191,-0.52496547,-0.102875519,-0.276063662,-0.145557007,0.294802192,1.11350563,-0.241692859,-0.0486873005,-0.1318011665,-0.3396979775,-0.2439433962,-0.105979475,0.00851485,-0.1159276955,-0.532064231,-0.5197835858,0.08765229075,0.713980963333333,0.035235536,0.0655235562,-0.3561810632,-1.14657421866667,-0.508694444,-0.29492335,-0.4727433455,-2.921778153,-0.362201385
"ACH-000245","BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.423497888,-0.853864774,-3.129988294,0.389393907,0.16925694,-0.394603691,0.757019237,-0.107200938,-0.31823888,0.496851365,0.358210263,0.3334579695,-0.070314352,0.3415661166,0.14512960375,0.267277313333333,0.629668193,0.6981273605,0.2447310644,0.03128765375,0.584268862666667,-0.948371204,0.2403364646,-0.172402848,1.024953517,-0.039655643,0.3693235835,-0.049971747,2.356845592,0.735214841
"ACH-000715","SNU1214_UPPER_AERODIGESTIVE_TRACT",0.407071494,0.082280609,0.185163948,0.153669804,0.039509677,NA,0.19004484,-0.098743226,-0.245964627,0.6430201335,0.2689560345,-0.197800187,-0.228517926,0.035747905,0.1358735995,0.196931628333333,0.2218389855,0.536579958666667,0.091169171,-0.3214334565,0.232413930333333,0.542503613,0.3570942642,0.054170403,NA,0.58728897,0.470492926,0.1649787665,NA,0.33253169825
"ACH-000161","CORL105_LUNG",-0.152704882,-0.444929612,-0.151154403,-2.833685809,-0.041055296,NA,0.038028512,0.394981106,0.724492127,-1.4762774025,-0.942140909,0.0764178315,0.7852091985,-0.769698183,-0.3946454585,0.081612479,-0.1488399195,-0.679324803666667,-0.3638801052,-0.61202773775,-0.466908723,-1.8460380325,-0.4560582156,-0.90507351,-0.178736529666667,-0.685396759,-0.0871792455,-0.7784150675,-0.175814481,-1.06606782925
"ACH-000255","LMSU_STOMACH",0.04332136,-0.027171596,0.416918505,NA,0.10418881,0.010902235,-0.009663087,0.019993187,0.354869169,0.5833088025,-0.0996764665,-0.437615922,-0.4408158205,0.8658160548,0.3125868005,-0.342148233666667,-0.842489565,0.197087308833333,0.4614001308,0.61103555825,0.349495483666667,0.5614981105,0.0771740446,-0.010494563,1.08752405133333,0.153229644,-0.0652860405,0.3235426225,3.052518278,1.0285373865
"ACH-000803","COLO668_LUNG",-0.060884794,-0.414830283,-0.021133189,-0.095332855,-0.258303331,0.387576176,-0.06971898,0.122851071,0.509784128,-0.1598565255,-0.1219200715,0.2972520125,-0.129081146,0.1817416398,0.38110341475,0.084550823,-0.177947871,0.0504522118333333,0.1993193416,0.64708967475,0.695824596333333,-0.123193045,-0.2069770566,0.1122575464,-0.841509159,0.5878721365,0.213041318,0.4752950915,-2.725456023,0.9110659705
"ACH-000159","OSRC2_KIDNEY",-0.045802778,0.781003585,0.798106561,-0.165475304,-0.090809903,-0.273397726,-0.07696115,0.314645886,0.743057884,-0.0123316355,0.1507894965,0.017424284,0.094977565,-0.0614130206,-0.19808253575,-0.0934613666666667,0.211109125,0.219131153833333,0.0271943964,-0.21180356575,0.062838272,-0.072442592,-0.1658663078,0.237233155,-1.91458465133333,0.5081658815,0.3414336665,0.069388056,-5.549065636,0.4374051385
"ACH-000671","HUH6_LIVER",-0.062719477,0.457873654,0.542721552,1.036807375,0.075694531,-0.100570806,-0.043020469,0.020311243,0.637949226,-0.0211609125,0.184279849,-0.1579156265,-0.1507567335,1.105756955,-0.132414993,-0.538877346,0.130537364,0.780760466666667,-0.033280055,0.30184191325,1.07452557533333,0.3549063145,-0.0253758828,0.1091170392,-0.0189579286666667,0.5277627235,0.283228129,0.3628194615,-0.29344352,1.32638485275
"ACH-000042","PANC0203_PANCREAS",0.081695086,0.13295668,-0.066394933,-2.8191647,-0.179563273,-0.031489197,-0.238114276,-0.261953526,-0.099677358,-0.1266707095,-0.286936728,-0.4197957545,-0.4138494935,0.097252569,0.00905365025000001,-0.270722900666667,-0.2190154165,-0.215951927833333,-0.0770325356,-0.33755356,-0.338315752333333,-0.7867151205,0.0529525024,-0.8665396248,0.910165099,-0.9192442995,-0.196925438,-1.0604295845,3.406716743,-0.82957841325
"ACH-000458","CJM_SKIN",-0.017044674,0.431586761,0.625888379,-1.192891777,0.011719782,0.145679472,0.061444405,-0.060106421,0.070408971,-0.1977468775,-0.024837045,0.076552012,0.37544297,-0.2491271724,0.15219659125,-0.0146813826666667,0.450166932,0.1103300915,-0.3692898148,-0.4745642355,0.240267235333333,-0.04861257,0.2227052904,-0.1503858946,-0.644065412666667,-0.432882539,-0.0393145315,-0.3717952035,-1.975741846,-0.645340995
"ACH-000794","BICR22_UPPER_AERODIGESTIVE_TRACT",-0.579154097,-0.325834792,NA,-1.303095109,0.105142912,-0.02545503,0.002924158,-0.024296742,0.10938887,-0.1508214995,0.2007226655,-0.1226523825,-0.2007302005,-0.1322394646,-0.2719429375,-0.0813219333333334,0.2718719795,0.308694853333333,NA,NA,-0.282668036666667,-0.3298218655,0.0174858296,-0.2588071426,NA,-0.570888282,-0.218910809,-0.455856505,NA,NA
