"","stripped_cell_line_name","CCLE_Name","alias","COSMIC_ID","lineage","lineage_subtype","lineage_sub_subtype","lineage_molecular_subtype","sex","source","Achilles_n_replicates","cell_line_NNMD","culture_type","culture_medium","cas9_activity","RRID","sample_collection_site","primary_or_metastasis","disease","disease_subtype","age","Sanger_model_ID","additional_info","ISG.score"
"ACH-000090","PC3","PC3_PROSTATE","",905934,"prostate","prostate_adenocarcinoma","","","Male","ATCC",NA,NA,"","","","CVCL_0035","bone","Metastasis","Prostate Cancer","Adenocarcinoma",62,"SIDM00088","",2.74844736842105
"ACH-000091","OV56","OV56_OVARY","",1480362,"ovary","ovary_adenocarcinoma","serous","","Female","ECACC",NA,NA,"","","","CVCL_2673","ascites","Metastasis","Ovarian Cancer","Adenocarcinoma, serous",46,"SIDM00475","",4.44778947368421
"ACH-000092","NCIH2452","NCIH2452_PLEURA","",908462,"lung","mesothelioma","","","Male","ATCC",2,-4.021094544,"Adherent","RPMI; 10% FBS","14.3","CVCL_1553","pleura","Metastasis","Lung Cancer","Mesothelioma",NA,"SIDM00722","",5.0265
"ACH-000093","PANC0504","PANC0504_PANCREAS","",NA,"pancreas","exocrine","exocrine_adenocarcinoma","","Female","ATCC",NA,NA,"","","","CVCL_1637","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",77,"","",4.75657894736842
"ACH-000094","HPAFII","HPAFII_PANCREAS","",724869,"pancreas","exocrine","exocrine_adenocarcinoma","","Male","ATCC",NA,NA,"","","","CVCL_0313","ascites","Metastasis","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",44,"SIDM00669","",4.10676315789474
"ACH-000095","D341","D341MED_CENTRAL_NERVOUS_SYSTEM","D341MED",NA,"central_nervous_system","medulloblastoma","med_group_3","MYC_amp","Male","ATCC",3,-2.806174771,"Semi-Adherent","DMEM:F12 (1:1); 15% FBS","4.4","CVCL_0018","central_nervous_system","","Brain Cancer","Medulloblastoma",3.5,"","",1.34726315789474
"ACH-000096","G401","G401_SOFT_TISSUE","",907299,"kidney","malignant_rhabdoid_tumor","","","Male","ATCC",2,-2.405308547,"Adherent","McCoy's 5A;10% FBS;","62","CVCL_0270","kidney","Primary","Rhabdoid","Malignant Rhabdoid Tumor",0.25,"SIDM00856","",2.37155263157895
"ACH-000097","ZR751","ZR751_BREAST","",NA,"breast","breast_ductal_carcinoma","ERpos_HER2neg","luminal","Female","ATCC",2,-4.290229594,"Adherent","RPMI; 10% FBS","20.9","CVCL_0588","ascites","Metastasis","Breast Cancer","Breast Ductal Carcinoma",63,"SIDM00314","",2.97834210526316
"ACH-000098","GAMG","GAMG_CENTRAL_NERVOUS_SYSTEM","",906868,"central_nervous_system","glioma","glioblastoma","","Female","DSMZ",2,-5.026314849,"Adherent","DMEM, 10%FBS, 2mM Glutamax-1","8.9","CVCL_1226","central_nervous_system","Primary","Brain Cancer","Glioblastoma",42,"SIDM01055","",3.52907894736842
"ACH-000099","SIMA","SIMA_AUTONOMIC_GANGLIA","",753620,"peripheral_nervous_system","neuroblastoma","","","Male","DSMZ",3,-3.340355285,"Adherent","RPMI-1640: 10%FBS","41","CVCL_1695","autonomic_ganglia","","Neuroblastoma","",1.67,"SIDM00395","",1.66968421052632
"ACH-000100","RH41","RH41_SOFT_TISSUE","",1240210,"soft_tissue","rhabdomyosarcoma","alveolar","","Female","DSMZ",0,-0.4940266843,"","","","CVCL_2176","liver","Metastasis","Sarcoma","Rhabdomyosarcoma, alveolar",NA,"SIDM00426","",1.94584210526316
"ACH-000101","KE37","KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",907277,"blood","ALL","t_cell","","Male","DSMZ",NA,NA,"","","","CVCL_1327","haematopoietic_and_lymphoid_tissue","","Leukemia","Acute Lymphoblastic Leukemia (ALL), T-cell",27,"SIDM01003","",3.97160526315789
"ACH-000102","GMS10","GMS10_CENTRAL_NERVOUS_SYSTEM","",906873,"central_nervous_system","glioma","glioblastoma","","Male","DSMZ",NA,NA,"","","","CVCL_1233","central_nervous_system","Primary","Brain Cancer","Glioblastoma",49,"SIDM01074","",6.07607894736842
"ACH-000103","CAOV4","CAOV4_OVARY","",949090,"ovary","ovary_adenocarcinoma","high_grade_serous","","Female","ATCC",NA,NA,"","","","CVCL_0202","ovary","Metastasis","Ovarian Cancer","Adenocarcinoma, high grade serous",45,"SIDM00918","",4.23565789473684
"ACH-000104","LOUCY","LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",907789,"blood","ALL","t_cell","","Female","ATCC",NA,NA,"","","","CVCL_1380","haematopoietic_and_lymphoid_tissue","","Leukemia","Acute Lymphoblastic Leukemia (ALL), T-cell",38,"SIDM00342","",3.95021052631579
"ACH-000105","ALLSIL","ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1295740,"blood","ALL","t_cell","","Male","DSMZ",NA,NA,"","","","CVCL_1805","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Acute Lymphoblastic Leukemia (ALL), T-cell",17,"SIDM00994","",4.01694736842105
"ACH-000106","JVM2","JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",907269,"lymphocyte","non_hodgkin_lymphoma","b_cell_mantle_cell","","Female","DSMZ",0,-1.827745887,"","","","CVCL_1319","haematopoietic_and_lymphoid_tissue","","Lymphoma","B-cell, Non-Hodgkins, Mantle Cell",63,"SIDM01013","",5.27686842105263
"ACH-000107","CAPAN2","CAPAN2_PANCREAS","",910915,"pancreas","exocrine","exocrine_adenocarcinoma","","Male","ATCC",NA,NA,"","","","CVCL_0026","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",56,"SIDM00943","",4.11152631578947
"ACH-000108","KP3","KP3_PANCREAS","",1298219,"pancreas","exocrine","exocrine_adenosquamous","","Male","HSRRB",3,-3.972007006,"Adherent","RPMI-1640: 10%FBS","30.9","CVCL_3005","liver","Metastasis","Pancreatic Cancer","Ductal Adenosquamous Carcinoma, exocrine",75,"SIDM00571","",3.84176315789474
"ACH-000109","NCIH3255","NCIH3255_LUNG","",NA,"lung","NSCLC","NSCLC_adenocarcinoma","","Female","Academic lab",NA,NA,"","","","CVCL_6831","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"SIDM00046","",3.68310526315789
"ACH-000110","NCCSTCK140","NCCSTCK140_STOMACH","",NA,"gastric","gastric_adenocarcinoma","","","Female","RIKEN",NA,NA,"","","","CVCL_3055","stomach","","Gastric Cancer","Adenocarcinoma",36,"","",3.38134210526316
"ACH-000111","HCC1187","HCC1187_BREAST","",749711,"breast","breast_ductal_carcinoma","ERneg_HER2neg","basal_A","Female","ATCC",2,-2.762233767,"Mixed Adherent and Suspension","RPMI; 10% FBS","9.2","CVCL_1247","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",41,"SIDM00885","",4.25894736842105
"ACH-000112","SIGM5","SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",909715,"blood","AML","M5","","Male","DSMZ",0,-0.7177934256,"","","","CVCL_1694","bone_marrow","","Leukemia","Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",63,"SIDM00396","",3.05215789473684
"ACH-000113","OCIAML2","OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",910947,"blood","AML","M4","","Male","DSMZ",2,-3.664015684,"Suspension","MEMalpha, 20% FBS","42.1","CVCL_1619","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",65,"SIDM00446","",3.44621052631579
"ACH-000114","SU8686","SU8686_PANCREAS","",1240218,"pancreas","exocrine","exocrine_adenocarcinoma","","Female","ATCC",1,-3.970513399,"Adherent","RPMI; 10% FBS","10.2","CVCL_3881","liver","Metastasis","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",57,"SIDM01188","",4.554
"ACH-000115","VCAP","VCAP_PROSTATE","",1299075,"prostate","prostate_adenocarcinoma","","","Male","ATCC",2,-2.868088101,"Adherent","DMEM; 10% FBS","45.8","CVCL_2235","bone","Metastasis","Prostate Cancer","Adenocarcinoma",59,"SIDM01077","",2.489
"ACH-000116","OAW28","OAW28_OVARY","",946360,"ovary","ovary_adenocarcinoma","high_grade_serous","","Female","ECACC",2,-4.532444873,"Adherent","DMEM; 10% FBS","49.9","CVCL_1614","ascites","Metastasis","Ovarian Cancer","Adenocarcinoma, high grade serous",NA,"SIDM00481","",3.54663157894737
"ACH-000117","EFM192A","EFM192A_BREAST","",1290798,"breast","breast_adenocarcinoma","ERpos_HER2pos","HER2_amp","Female","DSMZ",NA,NA,"","","","CVCL_1812","pleural_effusion","Metastasis","Breast Cancer","Adenocarcinoma",46,"SIDM01002","",3.14426315789474
"ACH-000118","HUPT3","HUPT3_PANCREAS","",907285,"pancreas","exocrine","exocrine_adenocarcinoma","","Male","DSMZ",4,-4.450663325,"Adherent","MEM; 10% FBS","29.8","CVCL_1299","ascites","Metastasis","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",66,"SIDM00533","",3.46186842105263
"ACH-000119","HS863T","HS863T_FIBROBLAST","",NA,"fibroblast","fibroblast_bone","","","Female","ATCC",NA,NA,"","","","CVCL_0959","fibroblast","","Fibroblast","Bone",5,"","",2.83268421052632
"ACH-000120","CHP212","CHP212_AUTONOMIC_GANGLIA","",906820,"peripheral_nervous_system","neuroblastoma","","MYCN_amp","Male","ATCC",4,-3.066559229,"Adherent","EMEM:F12 (1:1); 10% FBS","54.8","CVCL_1125","central_nervous_system","","Neuroblastoma","",NA,"SIDM00910","",2.88821052631579
"ACH-000121","NCIH2405","NCIH2405_LUNG","",687821,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","ATCC",NA,NA,"","","","CVCL_1551","ascites","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47,"SIDM00724","",4.04494736842105
"ACH-000122","SUPT11","SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"blood","ALL","t_cell","","Male","DSMZ",NA,NA,"","","","CVCL_2210","bone_marrow","","Leukemia","Acute Lymphoblastic Leukemia (ALL), T-cell",74,"","",3.11363157894737
"ACH-000123","COV434","COV434_OVARY","",NA,"ovary","ovary_adenocarcinoma","endometrioid","","Female","ECACC",3,-4.122307721,"Adherent","DMEM; 10% FBS; 2mM L-glutamine","57","CVCL_2010","ovary","Primary","Ovarian Cancer","Adenocarcinoma, endometrioid",NA,"","",2.89039473684211
"ACH-000124","OCILY19","OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1330984,"lymphocyte","non_hodgkin_lymphoma","DLBCL","","Female","DSMZ",NA,NA,"","","","CVCL_1878","bone_marrow","Primary","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",27,"SIDM00460","",3.11002631578947
"ACH-000125","TO175T","TO175T_FIBROBLAST","",NA,"fibroblast","fibroblast_lymphocyte","","","Male","ATCC",NA,NA,"","","","CVCL_3806","lymph_node","Metastasis","Fibroblast","Lymphoma",29,"","",3.14705263157895
"ACH-000126","KG1C","KG1C_CENTRAL_NERVOUS_SYSTEM","",NA,"central_nervous_system","glioma","oligodendroglioma","","Male","HSRRB",NA,NA,"","","","CVCL_2971","central_nervous_system","Primary","Brain Cancer","Oligodendroglioma",13,"SIDM00784","",4.64855263157895
"ACH-000127","SLR20","SLR20_KIDNEY","",NA,"kidney","renal_cell_carcinoma","","","Unknown","Academic lab",1,-5.460242562,"Adherent","RPMI; 10% FBS","12","CVCL_V606","kidney","Primary","Kidney Cancer","Renal Cell Carcinoma",NA,"","",4.22831578947368
"ACH-000128","LN319","LN319_CENTRAL_NERVOUS_SYSTEM","",NA,"central_nervous_system","glioma","astrocytoma","","Male","Academic lab",2,-3.112513657,"Adherent","DMEM: 90.0%","31.2","CVCL_3958","central_nervous_system","","Brain Cancer","Astrocytoma",67,"","",3.35389473684211
"ACH-000129","NCIH1341","NCIH1341_LUNG","",1330964,"lung","SCLC","","","Female","ATCC",NA,NA,"","","","CVCL_1463","cervix","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,"SIDM00646","",2.11102631578947
"ACH-000130","NALM19","NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"blood","ALL","b_cell","","Male","DSMZ",NA,NA,"","","","CVCL_1835","haematopoietic_and_lymphoid_tissue","","Leukemia","Acute Lymphoblastic Leukemia (ALL), B-cell",26,"","",3.77594736842105
"ACH-000131","HS229T","HS229T_FIBROBLAST","",NA,"fibroblast","fibroblast_lung","","","Male","ATCC",NA,NA,"","","","CVCL_0698","fibroblast","Primary","Fibroblast","Lung",65,"","",2.89892105263158
"ACH-000132","JHOS2","JHOS2_OVARY","",1479995,"ovary","ovary_adenocarcinoma","high_grade_serous","","Female","RIKEN",1,-4.4984867,"Adherent","DMEM/F12 (1:1);10 % FBS;","16.2","CVCL_4647","ovary","Primary","Ovarian Cancer","Adenocarcinoma, high grade serous",45,"SIDM00305","",3.41973684210526
"ACH-000133","HS729","HS729_SOFT_TISSUE","",NA,"fibroblast","fibroblast_soft_tissue","","","Male","ATCC",2,-4.426444421,"Adherent","DMEM; 5% FBS","28","CVCL_0871","fibroblast","Primary","Fibroblast","Soft tissue",74,"","",3.88771052631579
"ACH-000134","HS274T","HS274T_FIBROBLAST","",NA,"fibroblast","fibroblast_breast","","","Female","ATCC",NA,NA,"","","","CVCL_0711","fibroblast","","Fibroblast","Breast",66,"","",3.28826315789474
"ACH-000135","HS940T","HS940T_FIBROBLAST","",1298145,"fibroblast","fibroblast_skin","","","Male","ATCC",NA,NA,"","","","CVCL_1038","fibroblast","Primary","Fibroblast","Skin",57,"SIDM00662","",3.28265789473684
"ACH-000136","CHP126","CHP126_AUTONOMIC_GANGLIA","",910567,"peripheral_nervous_system","neuroblastoma","","MYCN_amp","Female","DSMZ",NA,NA,"","","","CVCL_1123","autonomic_ganglia","Primary","Neuroblastoma","",1,"SIDM00286","",1.48078947368421
"ACH-000137","8MGBA","8MGBA_CENTRAL_NERVOUS_SYSTEM","",687562,"central_nervous_system","glioma","astrocytoma","","Female","DSMZ",2,-3.712431067,"Adherent","EMEM: 80.0%","45.7","CVCL_1052","central_nervous_system","Primary","Brain Cancer","Astrocytoma",54,"SIDM00998","",5.86065789473684
"ACH-000138","CFPAC1","CFPAC1_PANCREAS","",906821,"pancreas","exocrine","exocrine_adenocarcinoma","","Male","ATCC",3,-3.738752364,"Adherent","DMEM; 10% FBS","32.9","CVCL_1119","liver","Metastasis","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",26,"SIDM00130","",4.454
"ACH-000139","PANC0327","PANC0327_PANCREAS","",925346,"pancreas","exocrine","exocrine_adenocarcinoma","","Female","ATCC",NA,NA,"","","","CVCL_1635","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",65,"SIDM01138","",5.09818421052632
"ACH-000140","PFEIFFER","PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"lymphocyte","non_hodgkin_lymphoma","DLBCL","","Male","ATCC",NA,NA,"","","","CVCL_3326","pleural_effusion","Metastasis","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",NA,"","",2.92618421052632
"ACH-000141","SNU308","SNU308_BILIARY_TRACT","",NA,"bile_duct","gallbladder_adenocarcinoma","","","Unknown","KCLB",3,-3.505986155,"Adherent","RPMI-1640,10%FBS plus NaHCO3","18.6","CVCL_5048","biliary_tract","","Gallbladder Cancer","Adenocarcinoma",NA,"SIDM00161","",3.04805263157895
"ACH-000142","CAL29","CAL29_URINARY_TRACT","",1290730,"urinary_tract","bladder_carcinoma","bladder_transitional_cell","","Female","DSMZ",2,-3.569374059,"Adherent","DMEM; 10% FBS","17.2","CVCL_1808","urinary_tract","Primary","Bladder Cancer","Transitional Cell Carcinoma",80,"SIDM00936","",4.06071052631579
"ACH-000143","HCC2429","HCC2429_LUNG","",NA,"lung","NSCLC","","","Female","Academic lab",2,-3.450923346,"Adherent","RPMI; 10% FBS","24.6","CVCL_5132","lung","","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified",34,"","",3.42647368421053
"ACH-000144","RERFGC1B","RERFGC1B_STOMACH","",1240209,"gastric","gastric_adenocarcinoma","","","Male","HSRRB",NA,NA,"","","","CVCL_3152","lymph_node","Metastasis","Gastric Cancer","Adenocarcinoma",41,"SIDM00358","",2.75410526315789
"ACH-000145","SKLMS1","SKLMS1_SOFT_TISSUE","",909720,"soft_tissue","leiomyosarcoma","","","Female","ATCC",NA,NA,"","","","CVCL_0628","soft_tissue","Primary","Sarcoma","Leiomyosarcoma",43,"SIDM01109","",3.39334210526316
"ACH-000146","THP1","THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",909771,"blood","AML","M5","","Male","ATCC",3,-5.231816999,"Suspension","RPMI-1640: 10%FBS; BME (0.05mM)","34.4","CVCL_0006","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",1,"SIDM01172","",3.5935
"ACH-000147","T47D","T47D_BREAST","",905945,"breast","breast_ductal_carcinoma","ERpos_HER2neg","luminal","Female","ATCC",2,-4.72416025,"Adherent","RPMI; 10% FBS, 2ug/ml Human Insulin","32","CVCL_0553","pleural_effusion","Metastasis","Breast Cancer","Breast Ductal Carcinoma",54,"SIDM00097","",2.72423684210526
"ACH-000148","HS578T","HS578T_BREAST","",905957,"breast","breast_carcinoma","ERneg_HER2neg","basal_B","Female","ATCC",3,-4.536653604,"Adherent","DMEM; 10% FBS","29.1","CVCL_0332","breast","Primary","Breast Cancer","Carcinoma",74,"SIDM00135","",2.63263157894737
"ACH-000149","SKNSH","SKNSH_AUTONOMIC_GANGLIA","",717431,"peripheral_nervous_system","neuroblastoma","","","Female","ATCC",NA,NA,"","","","CVCL_0531","bone_marrow","Metastasis","Neuroblastoma","",4,"SIDM01098","",2.61994736842105
"ACH-000150","HCC2935","HCC2935_LUNG","",NA,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","ATCC",1,-3.18379496,"Adherent","RPMI-1640: 10%FBS","16.8","CVCL_1265","pleural_effusion","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",39,"","",4.05273684210526
"ACH-000151","JM1","JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1327768,"blood","ALL","b_cell","","Male","ATCC",2,-2.489597079,"","","33","CVCL_3532","haematopoietic_and_lymphoid_tissue","","Leukemia","Acute Lymphoblastic Leukemia (ALL), B-cell",NA,"SIDM00689","",2.84457894736842
"ACH-000152","M059K","M059K_CENTRAL_NERVOUS_SYSTEM","",NA,"central_nervous_system","glioma","glioblastoma","","Male","ATCC",2,-4.578673145,"Adherent","DMEM/F12 (1:1);10 % FBS;","25.5","CVCL_0401","central_nervous_system","Primary","Brain Cancer","Glioblastoma",33,"SIDM00639","",3.23913157894737
"ACH-000153","NCIH2052","NCIH2052_PLEURA","",688058,"lung","mesothelioma","","","Male","ATCC",1,-2.704543704,"Adherent","RPMI; 10% FBS","30.5","CVCL_1518","pleural_effusion","Metastasis","Lung Cancer","Mesothelioma",65,"SIDM00713","",3.65597368421053
"ACH-000154","HS888T","HS888T_FIBROBLAST","",NA,"fibroblast","fibroblast_bone","","","Male","ATCC",NA,NA,"","","","CVCL_0979","fibroblast","","Fibroblast","Bone",20,"","",3.30115789473684
"ACH-000155","SW1990","SW1990_PANCREAS","",910907,"pancreas","exocrine","exocrine_adenocarcinoma","","Male","ATCC",NA,NA,"","","","CVCL_1723","spleen","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",56,"SIDM01165","",4.00373684210526
"ACH-000156","MHHCALL4","MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",908133,"blood","ALL","b_cell","","Male","DSMZ",NA,NA,"","","","CVCL_1410","haematopoietic_and_lymphoid_tissue","","Leukemia","Acute Lymphoblastic Leukemia (ALL), B-cell",10,"SIDM00376","",4.30068421052632
"ACH-000157","A4FUK","A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",910934,"lymphocyte","non_hodgkin_lymphoma","DLBCL","","Female","JCRB",NA,NA,"","","","CVCL_1064","ascites","Primary","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",52,"SIDM00502","",4.55763157894737
"ACH-000158","OCILY3","OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"lymphocyte","non_hodgkin_lymphoma","DLBCL","","Male","Academic lab",NA,NA,"","","","CVCL_8800","bone_marrow","Primary","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",NA,"","",3.64894736842105
"ACH-000159","OSRC2","OSRC2_KIDNEY","",909250,"kidney","renal_cell_carcinoma","","","Male","RIKEN",2,-4.238485876,"Adherent","RPMI;10% FBS;","19.4","CVCL_1626","kidney","Primary","Kidney Cancer","Renal Cell Carcinoma",NA,"SIDM00239","",3.41989473684211
"ACH-000160","BT12","BT12_SOFT_TISSUE","",NA,"soft_tissue","ATRT","","","Female","Academic lab",2,-3.575145021,"Adherent","DMEM; 10% FBS","21.3","CVCL_M155","soft_tissue","","Rhabdoid","Atypical Teratoid Rhabdoid Tumor (ATRT)",0.1,"","",2.49513157894737
"ACH-000161","CORL105","CORL105_LUNG","",906805,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","ECACC",NA,NA,"","","","CVCL_1138","pleural_effusion","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"SIDM00513","",3.24594736842105
"ACH-000162","GA10","GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1303896,"lymphocyte","non_hodgkin_lymphoma","b_cell_burkitt","","Male","ATCC",NA,NA,"","","","CVCL_1222","haematopoietic_and_lymphoid_tissue","","Lymphoma","B-cell, Non-Hodgkins, Burkitts",41,"SIDM00854","",2.66836842105263
"ACH-000163","SW579","SW579_THYROID","",NA,"thyroid","thyroid_squamous","","","Male","ATCC",2,-4.24510401,"Adherent","DMEM: 90.0%","47.5","CVCL_3603","thyroid","Primary","Thyroid Cancer","Squamous Cell Carcinoma",59,"SIDM01167","",2.99515789473684
"ACH-000164","PANC1","PANC1_PANCREAS","",NA,"pancreas","exocrine","exocrine_adenocarcinoma","","Male","ATCC",2,-4.71033637,"Adherent","DMEM; 10% FBS","3.6","CVCL_0480","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",NA,"SIDM00610","",3.18628947368421
"ACH-000165","HS751T","HS751T_FIBROBLAST","",NA,"fibroblast","fibroblast_lymphocyte","","","Male","ATCC",NA,NA,"","","","CVCL_0891","fibroblast","","Fibroblast","Lymphoma",NA,"","",3.19142105263158
"ACH-000166","KASUMI6","KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"blood","AML","M2","","Male","ATCC",NA,NA,"","","","CVCL_0614","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",64,"","",3.95723684210526
"ACH-000167","KE97","KE97_STOMACH","",NA,"gastric","gastric_adenocarcinoma","mucinous","","Male","RIKEN",2,-2.292667402,"Semi-Adherent","RPMI-1640: 90.0%","10.5","CVCL_3386","abdomen","Metastasis","Gastric Cancer","Adenocarcinoma, mucinous",52,"","",4.49921052631579
"ACH-000168","NOMO1","NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",908451,"blood","AML","M5","","Female","HSRRB",2,-2.180197649,"Suspension","RPMI; 10% FBS","17.8","CVCL_1609","bone_marrow","Primary","Leukemia","Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",31,"SIDM00580","",3.47281578947368
"ACH-000169","RD","RD_SOFT_TISSUE","",909264,"soft_tissue","rhabdomyosarcoma","embryonal","","Female","ATCC",2,-4.693785099,"Adherent","DMEM:HAM's F12  1:1;5% FBS; .005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine","18.9","CVCL_1649","soft_tissue","Primary","Sarcoma","Rhabdomyosarcoma, embryonal",7,"SIDM00847","",3.84613157894737
