CCLE_ID,depMapID,CCLE.hc.msi_del,CCLE.hc.total_del,CCLE.wes.msi_del,CCLE.wes.total_del,CCLE.wgs.msi_del,CCLE.wgs.total_del,GDSC.wes.msi_del,GDSC.wes.total_del,GDSC.msi.call,CCLE.MSI.call
HCC1419_BREAST,ACH-000277,26,36,NA,NA,13723,30994,781,1213,MSS/MSI-L,inferred-MSS
BT483_BREAST,ACH-000818,29,46,NA,NA,11627,25909,760,1182,MSS/MSI-L,inferred-MSS
HS281T_FIBROBLAST,ACH-000083,84,128,283,540,NA,NA,NA,NA,NA,inferred-MSS
HS934T_FIBROBLAST,ACH-000194,53,82,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
HCC4006_LUNG,ACH-000066,58,73,236,403,NA,NA,NA,NA,NA,inferred-MSS
HCC1428_BREAST,ACH-000352,16,29,NA,NA,9220,20707,634,1038,MSS/MSI-L,inferred-MSS
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000074,71,90,NA,NA,NA,NA,851,1226,MSS/MSI-L,inferred-MSS
SHP77_LUNG,ACH-000790,53,76,NA,NA,9253,20998,706,1053,MSS/MSI-L,inferred-MSS
TE441T_SOFT_TISSUE,ACH-000772,77,124,NA,NA,NA,NA,1502,2521,MSS/MSI-L,inferred-MSS
NB1_AUTONOMIC_GANGLIA,ACH-000804,85,121,356,613,NA,NA,574,927,MSS/MSI-L,inferred-MSS
HS274T_FIBROBLAST,ACH-000134,88,124,319,593,NA,NA,NA,NA,NA,inferred-MSS
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000140,81,112,268,489,NA,NA,NA,NA,NA,inferred-MSS
ZR7530_BREAST,ACH-000828,161,232,NA,NA,NA,NA,1158,1911,MSS/MSI-L,inferred-MSS
HS863T_FIBROBLAST,ACH-000119,42,67,330,594,NA,NA,NA,NA,NA,inferred-MSS
NCIH841_LUNG,ACH-000292,114,157,NA,NA,9254,21562,695,1041,MSS/MSI-L,inferred-MSS
HS821T_FIBROBLAST,ACH-000526,73,115,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
NCIH1944_LUNG,ACH-000414,57,93,301,557,NA,NA,600,972,MSS/MSI-L,inferred-MSS
NCIH2405_LUNG,ACH-000121,39,55,NA,NA,NA,NA,722,1105,MSS/MSI-L,inferred-MSS
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000233,109,141,NA,NA,NA,NA,1011,1502,MSS/MSI-L,inferred-MSS
BEN_LUNG,ACH-000603,28,35,NA,NA,NA,NA,760,1150,MSS/MSI-L,inferred-MSS
COLO320_LARGE_INTESTINE,ACH-000202,29,44,NA,NA,NA,NA,815,1207,MSS/MSI-L,inferred-MSS
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000636,29,51,308,539,NA,NA,694,1073,MSS/MSI-L,inferred-MSS
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000664,70,114,NA,NA,NA,NA,940,1456,MSS/MSI-L,inferred-MSS
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000372,29,51,NA,NA,NA,NA,771,1226,MSS/MSI-L,inferred-MSS
BFTC905_URINARY_TRACT,ACH-000802,50,74,NA,NA,NA,NA,909,1312,MSS/MSI-L,inferred-MSS
BFTC909_KIDNEY,ACH-000792,67,101,NA,NA,15310,34344,763,1250,MSS/MSI-L,inferred-MSS
MHHES1_BONE,ACH-000391,47,75,NA,NA,NA,NA,684,1092,MSS/MSI-L,inferred-MSS
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000346,50,81,NA,NA,NA,NA,719,1126,MSS/MSI-L,inferred-MSS
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000168,84,131,NA,NA,NA,NA,692,1116,MSS/MSI-L,inferred-MSS
NCIH727_LUNG,ACH-000775,47,62,NA,NA,NA,NA,1040,1570,MSS/MSI-L,inferred-MSS
HS343T_FIBROBLAST,ACH-000184,56,84,332,581,NA,NA,NA,NA,NA,inferred-MSS
HCC2935_LUNG,ACH-000150,47,67,230,392,NA,NA,NA,NA,NA,inferred-MSS
HS888T_FIBROBLAST,ACH-000154,37,60,312,591,NA,NA,NA,NA,NA,inferred-MSS
MKN45_STOMACH,ACH-000356,77,104,NA,NA,11695,26010,364,616,MSS/MSI-L,inferred-MSS
8505C_THYROID,ACH-001307,34,52,NA,NA,NA,NA,872,1324,MSS/MSI-L,inferred-MSS
KU1919_URINARY_TRACT,ACH-000486,38,57,NA,NA,16030,36224,889,1406,MSS/MSI-L,inferred-MSS
CADOES1_BONE,ACH-000210,90,134,389,679,NA,NA,851,1361,MSS/MSI-L,inferred-MSS
S117_THYROID,ACH-000037,78,94,NA,NA,NA,NA,530,808,NA,inferred-MSS
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000295,30,44,NA,NA,NA,NA,1003,1510,MSS/MSI-L,inferred-MSS
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000024,73,109,NA,NA,13009,30300,921,1431,MSS/MSI-L,inferred-MSS
CAL62_THYROID,ACH-000174,36,57,NA,NA,NA,NA,706,1075,MSS/MSI-L,inferred-MSS
LCLC103H_LUNG,ACH-000627,60,81,NA,NA,NA,NA,755,1130,MSS/MSI-L,inferred-MSS
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000070,35,45,NA,NA,NA,NA,831,1267,MSS/MSI-L,inferred-MSS
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000020,45,50,186,257,NA,NA,594,838,MSS/MSI-L,inferred-MSS
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000602,68,101,429,714,NA,NA,NA,NA,NA,inferred-MSS
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000754,51,69,NA,NA,NA,NA,648,959,MSS/MSI-L,inferred-MSS
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000294,53,76,379,644,NA,NA,691,1081,MSS/MSI-L,inferred-MSS
LCLC97TM1_LUNG,ACH-000596,62,78,NA,NA,NA,NA,704,1032,MSS/MSI-L,inferred-MSS
BHT101_THYROID,ACH-000191,72,105,NA,NA,NA,NA,802,1228,MSS/MSI-L,inferred-MSS
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000106,66,87,NA,NA,NA,NA,960,1494,MSS/MSI-L,inferred-MSS
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000183,33,51,NA,NA,NA,NA,816,1253,MSS/MSI-L,inferred-MSS
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000815,75,111,NA,NA,NA,NA,1137,1761,MSS/MSI-L,inferred-MSS
SIMA_AUTONOMIC_GANGLIA,ACH-000099,32,52,272,484,NA,NA,814,1306,MSS/MSI-L,inferred-MSS
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000287,35,61,NA,NA,NA,NA,617,997,MSS/MSI-L,inferred-MSS
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000611,69,101,702,1084,NA,NA,623,978,MSS/MSI-L,inferred-MSS
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000193,25,41,265,439,NA,NA,477,755,MSS/MSI-L,inferred-MSS
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000068,49,75,NA,NA,10615,23751,NA,NA,NA,inferred-MSS
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000751,43,56,301,522,NA,NA,603,929,MSS/MSI-L,inferred-MSS
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000405,72,96,198,322,NA,NA,NA,NA,NA,inferred-MSS
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000112,34,46,293,521,NA,NA,727,1176,MSS/MSI-L,inferred-MSS
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000660,68,99,335,565,NA,NA,736,1157,MSS/MSI-L,inferred-MSS
BCPAP_THYROID,ACH-000456,36,56,NA,NA,NA,NA,850,1288,MSS/MSI-L,inferred-MSS
CL11_LARGE_INTESTINE,ACH-000249,34,48,262,452,NA,NA,668,979,MSS/MSI-L,inferred-MSS
TT2609C02_THYROID,ACH-000716,41,63,NA,NA,NA,NA,662,1018,MSS/MSI-L,inferred-MSS
CAL120_BREAST,ACH-000212,30,48,NA,NA,8708,19374,633,952,MSS/MSI-L,inferred-MSS
647V_URINARY_TRACT,ACH-000896,35,52,NA,NA,NA,NA,719,1088,MSS/MSI-L,inferred-MSS
RH18_SOFT_TISSUE,ACH-000689,138,203,NA,NA,NA,NA,1227,1967,MSS/MSI-L,inferred-MSS
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000369,51,81,411,684,NA,NA,790,1216,NA,inferred-MSS
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000487,28,47,431,739,NA,NA,NA,NA,NA,inferred-MSS
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000821,39,52,241,386,NA,NA,886,1278,MSS/MSI-L,inferred-MSS
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000534,30,55,289,487,NA,NA,651,1043,MSS/MSI-L,inferred-MSS
JIMT1_BREAST,ACH-000711,23,37,256,413,NA,NA,579,869,NA,inferred-MSS
ML1_THYROID,ACH-000058,62,87,NA,NA,NA,NA,857,1265,MSS/MSI-L,inferred-MSS
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000838,77,116,391,650,NA,NA,833,1273,MSS/MSI-L,inferred-MSS
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000745,37,67,384,658,NA,NA,793,1233,MSS/MSI-L,inferred-MSS
COLO699_LUNG,ACH-001041,55,78,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
JHUEM7_ENDOMETRIUM,ACH-000993,71,102,367,648,NA,NA,NA,NA,NA,inferred-MSS
KP1NL_PANCREAS,ACH-001108,63,81,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
KP1N_PANCREAS,ACH-001107,57,75,NA,NA,NA,NA,500,760,MSS/MSI-L,inferred-MSS
M059J_CENTRAL_NERVOUS_SYSTEM,ACH-001118,NA,NA,NA,NA,NA,NA,736,1151,MSS/MSI-L,inferred-MSS
OE21_OESOPHAGUS,ACH-000544,66,97,NA,NA,NA,NA,451,706,MSS/MSI-L,inferred-MSS
SF8657_SKIN,ACH-001187,45,78,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
NCIH2073_LUNG,ACH-000590,42,64,284,470,NA,NA,NA,NA,NA,inferred-MSS
HN_UPPER_AERODIGESTIVE_TRACT,ACH-001090,NA,NA,NA,NA,NA,NA,1004,1463,MSS/MSI-L,inferred-MSS
HOP62_LUNG,ACH-000861,NA,NA,NA,NA,NA,NA,574,900,MSS/MSI-L,inferred-MSS
EKVX_LUNG,ACH-000706,NA,NA,NA,NA,NA,NA,822,1257,MSS/MSI-L,inferred-MSS
OVCAR5_OVARY,ACH-001151,NA,NA,NA,NA,NA,NA,594,941,MSS/MSI-L,inferred-MSS
UO31_KIDNEY,ACH-000428,NA,NA,NA,NA,NA,NA,759,1156,MSS/MSI-L,inferred-MSS
TK10_KIDNEY,ACH-001208,NA,NA,NA,NA,NA,NA,801,1236,MSS/MSI-L,inferred-MSS
SF268_CENTRAL_NERVOUS_SYSTEM,ACH-000655,NA,NA,NA,NA,NA,NA,608,937,MSS/MSI-L,inferred-MSS
SF539_CENTRAL_NERVOUS_SYSTEM,ACH-000273,NA,NA,NA,NA,NA,NA,680,1055,MSS/MSI-L,inferred-MSS
SNB75_CENTRAL_NERVOUS_SYSTEM,ACH-000504,NA,NA,NA,NA,NA,NA,684,1069,MSS/MSI-L,inferred-MSS
HOP92_LUNG,ACH-000825,NA,NA,NA,NA,NA,NA,680,1016,MSS/MSI-L,inferred-MSS
ACCS_URINARY_TRACT,ACH-001011,50,71,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000084,59,87,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
A427_LUNG,ACH-000757,NA,NA,NA,NA,NA,NA,918,1412,MSS/MSI-L,inferred-MSS
NCIH3122_LUNG,ACH-000337,NA,NA,NA,NA,NA,NA,1211,1773,MSS/MSI-L,inferred-MSS
SKNEP1_BONE,ACH-001192,NA,NA,NA,NA,NA,NA,720,1125,NA,inferred-MSS
SKPNDW_BONE,ACH-001193,NA,NA,NA,NA,NA,NA,990,1470,MSS/MSI-L,inferred-MSS
SIHA_CERVIX,ACH-000556,NA,NA,NA,NA,NA,NA,782,1160,MSS/MSI-L,inferred-MSS
BB30HNC_UPPER_AERODIGESTIVE_TRACT,ACH-002212,NA,NA,NA,NA,NA,NA,801,1267,MSS/MSI-L,inferred-MSS
BB49HNC_UPPER_AERODIGESTIVE_TRACT,ACH-002213,NA,NA,NA,NA,NA,NA,872,1312,MSS/MSI-L,inferred-MSS
BICR10_UPPER_AERODIGESTIVE_TRACT,ACH-001331,NA,NA,NA,NA,NA,NA,730,1132,MSS/MSI-L,inferred-MSS
BICR78_UPPER_AERODIGESTIVE_TRACT,ACH-001332,NA,NA,NA,NA,NA,NA,583,904,MSS/MSI-L,inferred-MSS
CA922_UPPER_AERODIGESTIVE_TRACT,ACH-002043,NA,NA,NA,NA,NA,NA,858,1297,MSS/MSI-L,inferred-MSS
DOK_UPPER_AERODIGESTIVE_TRACT,ACH-002234,NA,NA,NA,NA,NA,NA,786,1198,MSS/MSI-L,inferred-MSS
H3118_UPPER_AERODIGESTIVE_TRACT,ACH-002239,NA,NA,NA,NA,NA,NA,735,1132,MSS/MSI-L,inferred-MSS
HO1N1_UPPER_AERODIGESTIVE_TRACT,ACH-002244,NA,NA,NA,NA,NA,NA,756,1172,MSS/MSI-L,inferred-MSS
HO1U1_UPPER_AERODIGESTIVE_TRACT,ACH-002045,NA,NA,NA,NA,NA,NA,656,1034,MSS/MSI-L,inferred-MSS
JHU011_UPPER_AERODIGESTIVE_TRACT,ACH-002249,NA,NA,NA,NA,NA,NA,609,957,MSS/MSI-L,inferred-MSS
JHU022_UPPER_AERODIGESTIVE_TRACT,ACH-002250,NA,NA,NA,NA,NA,NA,654,1011,MSS/MSI-L,inferred-MSS
KON_UPPER_AERODIGESTIVE_TRACT,ACH-001542,NA,NA,NA,NA,NA,NA,692,1104,MSS/MSI-L,inferred-MSS
KOSC2_UPPER_AERODIGESTIVE_TRACT,ACH-002260,NA,NA,NA,NA,NA,NA,745,1181,MSS/MSI-L,inferred-MSS
LB771HNC_UPPER_AERODIGESTIVE_TRACT,ACH-002265,NA,NA,NA,NA,NA,NA,915,1365,MSS/MSI-L,inferred-MSS
OSC19_UPPER_AERODIGESTIVE_TRACT,ACH-001625,NA,NA,NA,NA,NA,NA,1170,1761,MSS/MSI-L,inferred-MSS
OSC20_UPPER_AERODIGESTIVE_TRACT,ACH-001626,NA,NA,NA,NA,NA,NA,753,1122,MSS/MSI-L,inferred-MSS
PCI15A_UPPER_AERODIGESTIVE_TRACT,ACH-002294,NA,NA,NA,NA,NA,NA,868,1306,MSS/MSI-L,inferred-MSS
PCI30_UPPER_AERODIGESTIVE_TRACT,ACH-002295,NA,NA,NA,NA,NA,NA,843,1260,MSS/MSI-L,inferred-MSS
PCI38_UPPER_AERODIGESTIVE_TRACT,ACH-002296,NA,NA,NA,NA,NA,NA,867,1314,MSS/MSI-L,inferred-MSS
PCI4B_UPPER_AERODIGESTIVE_TRACT,ACH-002297,NA,NA,NA,NA,NA,NA,917,1406,MSS/MSI-L,inferred-MSS
PCI6A_UPPER_AERODIGESTIVE_TRACT,ACH-002298,NA,NA,NA,NA,NA,NA,708,1090,MSS/MSI-L,inferred-MSS
RPMI2650_UPPER_AERODIGESTIVE_TRACT,ACH-001385,NA,NA,NA,NA,NA,NA,740,1186,MSS/MSI-L,inferred-MSS
SAS_UPPER_AERODIGESTIVE_TRACT,ACH-002029,NA,NA,NA,NA,NA,NA,910,1409,MSS/MSI-L,inferred-MSS
SAT_UPPER_AERODIGESTIVE_TRACT,ACH-001641,NA,NA,NA,NA,NA,NA,626,985,MSS/MSI-L,inferred-MSS
SKN3_UPPER_AERODIGESTIVE_TRACT,ACH-002305,NA,NA,NA,NA,NA,NA,692,1067,MSS/MSI-L,inferred-MSS
ESO26_OESOPHAGUS,ACH-001496,NA,NA,NA,NA,NA,NA,727,1129,MSS/MSI-L,inferred-MSS
ESO51_OESOPHAGUS,ACH-001497,NA,NA,NA,NA,NA,NA,861,1242,MSS/MSI-L,inferred-MSS
FLO1_OESOPHAGUS,ACH-001500,NA,NA,NA,NA,NA,NA,927,1390,MSS/MSI-L,inferred-MSS
HCE4_OESOPHAGUS,ACH-002243,NA,NA,NA,NA,NA,NA,1448,2367,MSS/MSI-L,inferred-MSS
KYAE1_OESOPHAGUS,ACH-001544,NA,NA,NA,NA,NA,NA,793,1251,MSS/MSI-L,inferred-MSS
KYSE220_OESOPHAGUS,ACH-002263,NA,NA,NA,NA,NA,NA,536,829,MSS/MSI-L,inferred-MSS
KYSE50_OESOPHAGUS,ACH-002264,NA,NA,NA,NA,NA,NA,514,797,MSS/MSI-L,inferred-MSS
OACM51_OESOPHAGUS,ACH-001368,NA,NA,NA,NA,NA,NA,670,1020,MSS/MSI-L,inferred-MSS
OACP4C_OESOPHAGUS,ACH-002292,NA,NA,NA,NA,NA,NA,700,1043,MSS/MSI-L,inferred-MSS
SKGT4_OESOPHAGUS,ACH-001654,NA,NA,NA,NA,NA,NA,799,1218,MSS/MSI-L,inferred-MSS
TE12_OESOPHAGUS,ACH-002311,NA,NA,NA,NA,NA,NA,691,1139,MSS/MSI-L,inferred-MSS
CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002218,NA,NA,NA,NA,NA,NA,883,1380,MSS/MSI-L,inferred-MSS
KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002258,NA,NA,NA,NA,NA,NA,986,1539,MSS/MSI-L,inferred-MSS
NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002290,NA,NA,NA,NA,NA,NA,871,1340,MSS/MSI-L,inferred-MSS
QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002299,NA,NA,NA,NA,NA,NA,721,1154,MSS/MSI-L,inferred-MSS
BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002211,NA,NA,NA,NA,NA,NA,895,1397,MSS/MSI-L,inferred-MSS
KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002255,NA,NA,NA,NA,NA,NA,636,1010,MSS/MSI-L,inferred-MSS
ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001639,NA,NA,NA,NA,NA,NA,766,1185,MSS/MSI-L,inferred-MSS
SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002308,NA,NA,NA,NA,NA,NA,627,993,MSS/MSI-L,inferred-MSS
U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001680,NA,NA,NA,NA,NA,NA,623,982,MSS/MSI-L,inferred-MSS
BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002214,NA,NA,NA,NA,NA,NA,1019,1531,MSS/MSI-L,inferred-MSS
CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002220,NA,NA,NA,NA,NA,NA,1195,1771,MSS/MSI-L,inferred-MSS
CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002221,NA,NA,NA,NA,NA,NA,1079,1633,MSS/MSI-L,inferred-MSS
JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002253,NA,NA,NA,NA,NA,NA,637,998,MSS/MSI-L,inferred-MSS
KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002254,NA,NA,NA,NA,NA,NA,745,1152,MSS/MSI-L,inferred-MSS
RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001638,NA,NA,NA,NA,NA,NA,773,1214,MSS/MSI-L,inferred-MSS
SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001642,NA,NA,NA,NA,NA,NA,899,1399,MSS/MSI-L,inferred-MSS
SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002062,NA,NA,NA,NA,NA,NA,718,1199,MSS/MSI-L,inferred-MSS
SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002307,NA,NA,NA,NA,NA,NA,728,1121,MSS/MSI-L,inferred-MSS
TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002313,NA,NA,NA,NA,NA,NA,1158,1702,MSS/MSI-L,inferred-MSS
TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002314,NA,NA,NA,NA,NA,NA,560,871,MSI-H,inferred-MSS
VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001703,NA,NA,NA,NA,NA,NA,913,1358,MSS/MSI-L,inferred-MSS
EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002236,NA,NA,NA,NA,NA,NA,1492,2498,MSS/MSI-L,inferred-MSS
P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002293,NA,NA,NA,NA,NA,NA,503,897,MSS/MSI-L,inferred-MSS
RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002300,NA,NA,NA,NA,NA,NA,621,967,MSS/MSI-L,inferred-MSS
RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002302,NA,NA,NA,NA,NA,NA,652,988,MSS/MSI-L,inferred-MSS
MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002270,NA,NA,NA,NA,NA,NA,964,1572,MSS/MSI-L,inferred-MSS
HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002242,NA,NA,NA,NA,NA,NA,906,1430,MSS/MSI-L,inferred-MSS
MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002274,NA,NA,NA,NA,NA,NA,777,1219,MSS/MSI-L,inferred-MSS
MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002339,NA,NA,NA,NA,NA,NA,824,1277,MSS/MSI-L,inferred-MSS
HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002245,NA,NA,NA,NA,NA,NA,861,1335,MSS/MSI-L,inferred-MSS
KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002262,NA,NA,NA,NA,NA,NA,1040,1595,MSS/MSI-L,inferred-MSS
ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002209,NA,NA,NA,NA,NA,NA,901,1377,MSS/MSI-L,inferred-MSS
BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002216,NA,NA,NA,NA,NA,NA,1126,1732,MSS/MSI-L,inferred-MSS
HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002241,NA,NA,NA,NA,NA,NA,884,1381,MSS/MSI-L,inferred-MSS
LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002267,NA,NA,NA,NA,NA,NA,978,1574,MSS/MSI-L,inferred-MSS
ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002058,NA,NA,NA,NA,NA,NA,1043,1550,MSS/MSI-L,inferred-MSS
H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002240,NA,NA,NA,NA,NA,NA,1138,1672,MSS/MSI-L,inferred-MSS
WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002316,NA,NA,NA,NA,NA,NA,855,1326,MSS/MSI-L,inferred-MSS
YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002317,NA,NA,NA,NA,NA,NA,992,1456,MSS/MSI-L,inferred-MSS
ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002210,NA,NA,NA,NA,NA,NA,845,1349,MSS/MSI-L,inferred-MSS
IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002247,NA,NA,NA,NA,NA,NA,721,1128,MSS/MSI-L,inferred-MSS
CS1_BONE,ACH-002099,NA,NA,NA,NA,NA,NA,649,979,MSS/MSI-L,inferred-MSS
CHSA8926_BONE,ACH-002094,NA,NA,NA,NA,NA,NA,661,1051,MSS/MSI-L,inferred-MSS
ES1_BONE,ACH-002103,NA,NA,NA,NA,NA,NA,1151,1796,MSS/MSI-L,inferred-MSS
ES3_BONE,ACH-002104,NA,NA,NA,NA,NA,NA,993,1558,MSS/MSI-L,inferred-MSS
ES4_BONE,ACH-002105,NA,NA,NA,NA,NA,NA,1089,1653,MSS/MSI-L,inferred-MSS
ES5_BONE,ACH-002106,NA,NA,NA,NA,NA,NA,938,1422,MSS/MSI-L,inferred-MSS
ES7_BONE,ACH-002108,NA,NA,NA,NA,NA,NA,1063,1590,MSS/MSI-L,inferred-MSS
ES8_BONE,ACH-002109,NA,NA,NA,NA,NA,NA,1087,1715,MSS/MSI-L,inferred-MSS
EW1_BONE,ACH-002110,NA,NA,NA,NA,NA,NA,940,1474,MSS/MSI-L,inferred-MSS
EW11_BONE,ACH-002111,NA,NA,NA,NA,NA,NA,1177,1805,MSS/MSI-L,inferred-MSS
EW12_BONE,ACH-002112,NA,NA,NA,NA,NA,NA,1083,1597,MSS/MSI-L,inferred-MSS
EW13_BONE,ACH-002113,NA,NA,NA,NA,NA,NA,1097,1740,MSS/MSI-L,inferred-MSS
EW16_BONE,ACH-002114,NA,NA,NA,NA,NA,NA,1015,1601,MSS/MSI-L,inferred-MSS
EW18_BONE,ACH-002115,NA,NA,NA,NA,NA,NA,959,1523,MSS/MSI-L,inferred-MSS
EW22_BONE,ACH-002116,NA,NA,NA,NA,NA,NA,932,1453,MSS/MSI-L,inferred-MSS
EW24_BONE,ACH-002117,NA,NA,NA,NA,NA,NA,1006,1581,MSS/MSI-L,inferred-MSS
EW3_BONE,ACH-002118,NA,NA,NA,NA,NA,NA,1041,1592,MSS/MSI-L,inferred-MSS
EW7_BONE,ACH-002119,NA,NA,NA,NA,NA,NA,1001,1516,MSS/MSI-L,inferred-MSS
CAL72_BONE,ACH-001715,NA,NA,NA,NA,NA,NA,1098,1762,MSS/MSI-L,inferred-MSS
HUO3N1_BONE,ACH-002142,NA,NA,NA,NA,NA,NA,827,1318,MSS/MSI-L,inferred-MSS
HUO9_BONE,ACH-001526,NA,NA,NA,NA,NA,NA,746,1156,MSS/MSI-L,inferred-MSS
NOS1_BONE,ACH-002067,NA,NA,NA,NA,NA,NA,664,1104,MSS/MSI-L,inferred-MSS
NY_BONE,ACH-002178,NA,NA,NA,NA,NA,NA,777,1168,MSS/MSI-L,inferred-MSS
COLO824_BREAST,ACH-001820,NA,NA,NA,NA,NA,NA,1448,2331,MSS/MSI-L,inferred-MSS
MDAMB330_BREAST,ACH-001358,NA,NA,NA,NA,NA,NA,798,1223,MSS/MSI-L,inferred-MSS
